skewed_num__data_usage_gb,skewed_num__monthly_income,skewed_num__social_media_usage_hours,skewed_num__app_usage_hours_per_week,skewed_num__tenure_months,skewed_num__late_payment_count,skewed_num__avg_monthly_bill,skewed_num__monthly_recharge_amount,skewed_num__value_added_services_count,skewed_num__number_of_family_lines,skewed_num__number_of_complaints,skewed_num__customer_service_calls,normal_num__age,normal_num__call_minutes_used,normal_num__sms_count,normal_num__satisfaction_score,normal_num__tenure_days_from_signup,cat__city_Akola,cat__city_Amravati,cat__city_Chhatrapati Sambhajinagar,cat__city_Kolhapur,cat__city_Mumbai,cat__city_Nagpur,cat__city_Nashik,cat__city_Navi Mumbai,cat__city_Pune,cat__city_Sangli,cat__city_Solapur,cat__city_Thane,cat__city_Unknown,cat__gender_Female,cat__gender_Male,cat__gender_Other,cat__gender_Unknown,cat__plan_type_Postpaid,cat__plan_type_Prepaid,cat__complaint_resolved_No,cat__complaint_resolved_No Complaint Filed,cat__complaint_resolved_Yes,cat__network_type_2G,cat__network_type_3G,cat__network_type_4G,cat__network_type_5G,cat__network_type_Unknown,cat__device_brand_Apple,cat__device_brand_OnePlus,cat__device_brand_Oppo,cat__device_brand_Realme,cat__device_brand_Samsung,cat__device_brand_Unknown,cat__device_brand_Vivo,cat__device_brand_Xiaomi,cat__device_price_range_High (25k-60k),cat__device_price_range_Low (<10k),cat__device_price_range_Mid (10k-25k),cat__device_price_range_Premium (>60k),cat__device_price_range_Unknown,cat__contract_type_No Contract,cat__contract_type_Unknown,cat__contract_type_With Contract,cat__international_roaming_used_No,cat__international_roaming_used_Yes,cat__streaming_service_used_No,cat__streaming_service_used_Yes,cat__payment_method_Cash,cat__payment_method_Credit Card,cat__payment_method_Debit Card,cat__payment_method_Net Banking,cat__payment_method_UPI,cat__payment_method_Unknown,cat__payment_method_Wallet,churn
-1.703424809172922,-1.3557122345226607,-1.0809144268831403,-0.5564627506577629,-0.23159342861585436,0.49888765837117444,-0.3457726058647619,-0.2827939072184499,0.6171696394103273,-1.019118400612531,0.8071070273410997,0.23781550455625436,-0.10547358548379637,-0.32695818781197,-1.5954015989766162,1.4132478086812315,1.3196356078701073,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.3459317403731256,-1.073016538815169,-0.861406942324963,0.783357569599129,0.9129752784408443,0.49888765837117444,-1.21905469423995,-1.0140953369868881,-0.17440931183371247,0.233955331039913,1.375054432627609,1.5780920652109374,0.5411628377819837,0.28102191349127975,1.7417110885718798,-0.24614296472138883,1.619927627445712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.026709776129070564,-1.0606280396096779,-0.4377950154568216,-1.0408302956165845,1.5981825502074212,-0.9967912993099517,0.5174026279301354,0.37184479529510045,0.6171696394103273,-1.019118400612531,0.8071070273410997,1.2255532164261718,-0.4647160428536742,-0.043234140537120117,0.7602073569399693,1.4132478086812315,1.5361252033781012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.3521063820660297,-1.3411648999717234,-1.7854596952050261,-0.08741739249307227,0.3008804519518133,0.49888765837117444,-0.4122225147319054,-0.23017148935527,-0.17440931183371247,0.233955331039913,1.375054432627609,-0.5461960240222598,-0.6084130258016253,0.7218074869361358,-0.024995628365559186,-0.24614296472138883,-0.18706214151214107,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.2839116297314292,1.1425294321031325,0.13124536394326805,0.009850646208549108,1.2370720234956316,-0.9967912993099517,0.5690122056162381,0.36267862118002425,-0.17440931183371247,0.233955331039913,-1.3617941956209574,-0.5461960240222598,0.3974658548340326,-1.7050464174326696,0.36760586428720504,-0.24614296472138883,1.3912168450945246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-1.804661762622792,0.8362097853993976,0.036182840710240624,-1.1887089868435954,-0.13408696574730583,0.49888765837117444,0.48953511432229346,0.8451375357751589,0.6171696394103273,-1.019118400612531,1.375054432627609,-1.8864725846769428,2.121829650209446,0.18475839745159855,0.7602073569399693,-1.075838351422699,-1.9853224912962846,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.002689898199462345,-0.5046298979666051,1.092289809387881,-0.3354484878652693,1.0513602357948983,0.49888765837117444,-0.1781044980481788,-0.2213860829803036,-0.17440931183371247,1.487029062692357,0.8071070273410997,-0.5461960240222598,-0.17732207695777194,0.36715242784257346,1.3491095959191157,1.4132478086812315,1.1642519465780794,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.8106441944492646,-1.415139642362385,0.3983689106828149,-0.4406853860301315,-0.4641737345920091,0.49888765837117444,0.5176743663413303,0.2561887186899645,-0.17440931183371247,1.487029062692357,-1.3617941956209574,0.23781550455625436,0.325617363360057,-0.47895321313778244,0.17130511796082293,1.4132478086812315,1.4156592187809112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.3857600460940941,0.197143625830587,-1.022346642334492,-0.360873867183546,-0.04588164091512093,0.49888765837117444,0.8262369505624974,0.8506145165189939,-1.5276224669815408,-1.019118400612531,0.006630118503325768,0.23781550455625436,-0.10547358548379637,1.8921691819448916,0.17130511796082293,0.5835524219799213,-1.1350770637769856,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.11547548704316786,0.1544590902079196,0.4167485119683675,1.0992976846150428,-1.2483101527427733,1.3738037617323386,0.5127755529124898,0.33707019875118666,1.6144411763273727,0.233955331039913,2.4798585380991502,0.7940805366324234,-1.3987464320153564,-0.022968137160345126,-0.6138978673447055,1.4132478086812315,0.8884023006888613,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
